map,run,mode,experiment_profile,filter_profile,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,shadow_safe_candidates,shadow_unsafe_candidates,shadow_skipped_candidates,shadow_validated_candidates,shadow_geometric_unsafe,shadow_map_race,shadow_other_indeterminate,shadow_unsafe_exp,shadow_unsafe_appended_backup,shadow_unsafe_carry_backup,shadow_unsafe_stitch,shadow_validation_ms_mean,shadow_validation_ms_max,shadow_contact_events_with_epoch,shadow_contacts_with_prior_unsafe,shadow_contacts_without_prior_unsafe,shadow_geometric_unsafe_followed_by_contact,shadow_geometric_unsafe_not_followed_by_contact,shadow_nearest_prediction_error_s,shadow_correlated_segments,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_enabled,static_pcd_point_count,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_published_frames,filter_rate_limited_frames,filter_max_publish_hz,filter_publish_duty_pct,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_recovery_active,filter_open_burst_s,filter_open_cooldown_s,filter_near_field_radius_m,filter_near_field_speed_gain_s,filter_near_field_max_radius_m,filter_max_effective_near_field_radius_m,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,filter_replan_guard_en,filter_replan_guard_bounded,filter_replan_guard_active,filter_replan_guard_burst_s,filter_replan_guard_cooldown_s,filter_replan_fail_streak_open,filter_replan_ok_streak_close,filter_replan_guard_open,filter_replan_guard_open_transitions,filter_replan_guard_close_transitions,filter_replan_guard_open_duty_pct,filter_replan_status_count,filter_replan_fail_count,filter_max_replan_fail_streak,filter_first_replan_guard_open_time_s,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed6,5,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,5,5,0,0.35,True,635500,0,0.464,0.264,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed6_run5_adaptive.json,9149,7548,0.859,-1.152,1.885,-24.39,24.025,-27.797,26.739,231.754,7.0,0.0,1787404454.890586,2.602,2.852,1787404455.795573,3.158,4.246,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,517,349,168,5.0,67.505,14312828,6641730,46.404,False,0.0,False,16.634,15.948,False,0.6,1.4,1.5,0.2,3.0,2.900007,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,27,27,16.634,313,196,10,1787404454.887411,,,,,,,,,,,,,,,,,,,,,,,17225.119133574008,14.887957725631768,9.346011371841154,5.540250216606498,1.826887703971119,46.404,54.914974246727695,11.837952157345775,24.007211913939287,0,277,,
seed7,1,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.07,5,5,0,0.408,True,838860,0,0.493,0.293,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed7_run1_adaptive.json,10506,9440,1.057,-1.053,2.093,-26.478,23.96,-25.573,25.658,241.794,7.001,0.133,1787404558.739869,3.947,4.164,1787404559.69684,7.417,7.565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,607,413,194,5.0,68.04,22535683,11056877,49.064,True,75.783,False,17.133,17.367,False,0.6,1.4,1.5,0.2,3.0,2.900097,1,1,1,1787404580.438133,1787404580.438133,1787404581.098282,1787404613.158549,1787404614.368695,1.210146,1787404630.338634,15.969939,47,1.210146,0.0,True,True,False,0.6,1.4,3,15,False,26,26,13.015,336,199,9,1787404558.738127,,,,,,,,,,,,,,,,,,,,,,,22974.22426470588,15.307254044117647,9.478076801470587,5.827449375,2.043826106617647,49.064,49.30952085635104,12.435095792261606,26.160320923839688,0,272,,
seed7,2,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.59,5,5,0,0.388,True,838860,0,0.475,0.275,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed7_run2_adaptive.json,10758,10016,0.709,-1.307,1.705,-24.387,24.025,-25.206,26.973,238.895,7.004,0.0,1787404677.408427,8.246,10.107,1787404673.47406,4.631,5.259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,621,423,198,5.0,68.116,23964545,12525419,52.266,True,71.659,False,24.96,25.168,False,0.6,1.4,1.5,0.2,3.0,2.899345,1,1,1,1787404700.945717,1787404700.945717,1787404701.155486,1787404712.465927,1787404713.67543,1.209503,1787404768.535709,54.860279,18,1.209503,0.0,True,True,False,0.6,1.4,3,15,False,24,24,12.56,362,183,10,1787404672.865562,,,,,,,,,,,,,,,,,,,,,,,25301.322463768116,16.747668550724637,10.376384855072462,6.36948902173913,2.206372365942029,52.266,48.90719109957293,12.458844016241338,26.962867964055356,0,276,,
seed7,3,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.51,5,5,0,0.371,True,838860,0,0.484,0.284,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed7_run3_adaptive.json,10550,9680,0.892,-1.153,2.315,-25.8,24.048,-27.6,25.924,234.714,6.998,0.0,1787404799.318486,9.105,5.715,1787404799.961958,10.811,7.478,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,634,426,208,5.0,67.192,23274987,12485157,53.642,True,91.483,True,36.435,37.057,True,0.6,1.4,1.5,0.2,3.0,2.896046,1,2,1,1787404796.431045,1787404796.431045,1787404797.040635,1787404801.351307,1787404802.560985,1.209678,1787404859.751493,57.190508,7,1.209678,0.0,True,True,False,0.6,1.4,3,15,False,27,27,15.931,332,182,11,1787404799.317745,,,,,,,,,,,,,,,,,,,,,,,25865.100746268658,18.621274253731343,11.60363880597015,7.0157548843283575,2.3630212201492538,53.642,48.430268381980106,12.024070899829374,26.01043578577566,0,268,,
seed7,4,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.67,5,5,0,0.401,True,838860,0,0.482,0.282,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed7_run4_adaptive.json,9766,8970,0.813,-1.218,1.995,-26.2,23.29,-26.75,25.763,233.169,6.999,0.0,1787404906.48908,3.677,4.153,1787404907.146058,4.624,5.148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,613,417,196,5.0,68.026,22515874,10713544,47.582,False,0.0,False,12.887,12.733,False,0.6,1.4,1.5,0.2,3.0,2.899008,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,25,25,12.887,323,203,11,1787404906.488099,,,,,,,,,,,,,,,,,,,,,,,22711.577049180327,14.967770590163935,9.521164459016394,5.445023442622951,1.8860337934426228,47.582,53.8760932495272,12.39586896519957,26.78155811839735,0,305,,
seed7,5,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.53,5,5,0,0.406,True,838860,0,0.412,0.212,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed7_run5_adaptive.json,10252,9380,1.002,-1.116,2.083,-27.13,24.241,-24.291,24.677,241.442,7.0,0.0,1787405021.419066,9.798,11.443,1787405015.713447,4.715,5.338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,644,429,215,5.0,66.615,25701580,13188035,51.312,True,56.988,True,24.534,25.819,True,0.6,1.4,1.5,0.2,3.0,2.89697,1,1,0,1787405057.427337,1787405057.427337,1787405058.026731,1787405072.057347,1787405073.26738,1.210032,,,10,1.210032,0.0,True,True,False,0.6,1.4,3,15,False,26,26,12.422,406,207,10,1787405014.918215,,,,,,,,,,,,,,,,,,,,,,,26871.660516605167,16.679732730627308,10.2357226199262,6.442484590405904,2.342022774907749,51.312,55.033421486730255,12.86211353256936,26.087702200998248,0,271,,
seed8,1,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.54,5,5,0,0.42,True,838860,0,0.502,0.302,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed8_run1_adaptive.json,8954,7920,1.302,-0.724,1.708,-29.931,24.025,-25.654,26.394,233.176,7.0,0.0,1787405128.524359,2.587,2.925,1787405129.18819,2.491,3.899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,602,391,211,5.0,64.95,21109415,10540976,49.935,True,68.106,True,31.063,31.0,True,0.6,1.4,1.5,0.2,3.0,2.897425,1,1,0,1787405155.660469,1787405155.660469,1787405156.560681,1787405167.43068,1787405168.640802,1.210122,,,8,1.210122,0.0,True,True,True,0.6,1.4,3,15,True,29,28,19.435,332,209,13,1787405128.521153,,,,,,,,,,,,,,,,,,,,,,,22900.222627737225,16.803894379562045,10.30708091240876,6.495196605839416,2.2489205145985403,49.935,58.09648502733528,11.898708843721028,27.619840770856328,0,274,,
seed8,2,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.63,5,5,0,0.414,True,838860,0,0.477,0.277,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed8_run2_adaptive.json,9562,8470,1.393,-0.496,1.78,-27.163,24.025,-25.393,27.364,243.963,7.0,0.0,1787405228.052793,2.643,3.27,1787405229.092456,3.686,5.233,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,635,419,216,5.0,65.984,22170118,10959300,49.433,True,73.543,False,26.772,26.554,True,0.6,1.4,1.5,0.2,3.0,2.898464,1,1,0,1787405251.301488,1787405251.301488,1787405252.310718,1787405276.100736,1787405277.310589,1.209853,,,16,1.209853,0.0,True,True,False,0.6,1.4,3,15,False,26,26,14.488,360,199,8,1787405228.050823,,,,,,,,,,,,,,,,,,,,,,,23004.620689655174,16.925020862068965,10.420219413793104,6.503013827586207,2.2228835655172414,49.433,54.621527799403786,13.06737143290786,27.655575570166572,0,290,,
seed8,3,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.36,5,5,0,0.314,True,838860,0,0.387,0.187,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed8_run3_adaptive.json,8634,7546,0.754,-1.236,2.149,-27.314,24.025,-24.418,24.435,229.857,7.0,0.0,1787405334.478085,2.455,3.103,1787405335.226457,4.291,6.028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,467,333,134,5.0,71.306,15289860,7368053,48.189,False,0.0,False,20.128,20.421,False,0.6,1.4,1.5,0.2,3.0,2.896594,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,29,29,20.128,300,189,12,1787405334.477148,,,,,,,,,,,,,,,,,,,,,,,19882.23161764706,19.326816139705883,12.066938125,7.258015036764705,2.561067757352941,48.189,61.49663155335114,12.804005609554668,26.62052822761861,0,272,,
seed8,4,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.66,5,5,0,0.401,True,838860,0,0.441,0.241,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed8_run4_adaptive.json,9765,8493,0.998,-1.05,1.77,-27.393,24.196,-24.622,24.726,231.066,7.001,0.0,1787405432.05214,2.701,1.234,1787405433.674228,3.132,1.339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,578,402,176,5.0,69.55,19299416,10144840,52.566,True,94.637,True,36.505,37.877,True,0.6,1.4,1.5,0.2,3.0,2.89924,1,2,1,1787405433.757723,1787405433.757723,1787405433.798112,1787405456.119167,1787405457.319575,1.200408,1787405459.559187,2.239612,24,1.20055,0.0,True,True,False,0.6,1.4,3,15,False,32,32,19.896,350,232,9,1787405432.051349,,,,,,,,,,,,,,,,,,,,,,,22856.534246575342,18.799660102739725,11.60124616438356,7.196632191780822,2.3300902260273975,52.566,58.24349461044479,11.956840218933616,26.1632016911389,0,292,,
seed8,5,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.65,5,5,0,0.366,True,838860,0,0.382,0.182,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed8_run5_adaptive.json,9263,8360,0.987,-0.952,1.405,-27.142,23.999,-26.544,24.626,229.503,7.0,0.0,1787405541.199218,4.977,7.054,1787405539.553663,3.636,5.603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,527,366,161,5.0,69.45,18071577,8532805,47.217,False,0.0,False,16.319,16.994,False,0.6,1.4,1.5,0.2,3.0,2.899886,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,30,30,16.319,316,186,13,1787405538.815466,,,,,,,,,,,,,,,,,,,,,,,19804.940520446096,16.003166356877323,9.92182219330855,6.079700185873606,2.1073987026022305,47.217,52.929542889801134,12.165794527838697,,0,269,,
seed9,1,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.05,5,5,0,0.408,True,1042220,0,0.484,0.284,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed9_run1_adaptive.json,10304,9840,1.097,-0.971,1.589,-24.764,24.117,-27.029,24.123,235.614,6.994,0.628,1787405644.136626,3.335,5.079,1787405642.820142,2.653,4.595,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,610,415,195,5.0,68.033,25820152,13056657,50.568,True,94.262,False,17.049,16.811,False,0.6,1.4,1.5,0.2,3.0,2.893653,1,1,1,1787405643.497684,1787405643.497684,1787405643.717494,1787405655.788302,1787405656.998284,1.209982,1787405673.559078,16.560794,56,1.209982,0.0,True,True,False,0.6,1.4,3,15,False,27,27,13.77,359,204,8,1787405642.023035,,,,,,,,,,,,,,,,,,,,,,,28865.97328244275,15.820935687022901,9.72650503816794,6.092786106870229,2.306604458015267,50.568,50.933792585294995,12.843398905429503,,0,262,,
seed9,2,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.85,5,5,0,0.37,True,1042220,0,0.426,0.226,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed9_run2_adaptive.json,11684,11019,0.75,-1.241,1.855,-25.773,24.025,-26.524,25.229,247.405,7.0,0.0,1787405755.214209,1.882,2.605,1787405755.884973,2.681,4.346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,665,460,205,5.0,69.173,28034288,15120357,53.935,True,69.474,False,29.624,30.752,True,0.6,1.4,1.5,0.2,3.0,2.898935,1,2,1,1787405786.72723,1787405786.72723,1787405787.247334,1787405797.317549,1787405798.517627,1.200079,1787405845.209146,46.691519,13,1.200079,0.0,True,True,False,0.6,1.4,3,15,False,25,25,12.632,390,190,10,1787405755.213329,,,,,,,,,,,,,,,,,,,,,,,29752.200657894737,17.033577138157895,10.821434967105263,6.210363092105264,2.1979497828947365,53.935,47.50832139452922,12.473518928418896,27.618081046846076,0,304,,
seed9,3,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.59,5,5,0,0.383,True,1042220,0,0.411,0.211,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed9_run3_adaptive.json,12758,12196,0.694,-1.28,1.693,-25.624,24.025,-27.286,25.037,246.901,6.999,0.0,1787405883.416267,3.149,1.601,1787405884.164781,5.284,3.542,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,756,521,235,5.0,68.915,34079823,18047134,52.955,True,83.862,False,19.444,20.315,True,0.6,1.4,1.5,0.2,3.0,2.891262,1,3,2,1787405901.393492,1787405901.393492,1787405902.303814,1787405959.075358,1787405960.285483,1.210124,1787405962.545801,2.260318,52,1.210124,0.0,True,True,False,0.6,1.4,3,15,False,21,21,10.053,417,182,10,1787405883.413497,,,,,,,,,,,,,,,,,,,,,,,30025.993265993267,15.01705744107744,9.34797909090909,5.667400427609428,2.0941919259259256,52.955,45.957850172057256,13.355104291502444,28.05657401671328,0,297,,
seed9,4,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.33,5,5,0,0.379,True,1042220,0,0.437,0.237,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed9_run4_adaptive.json,12932,12288,1.104,-0.979,2.146,-25.123,24.025,-26.188,24.929,249.065,7.0,0.0,1787406021.877947,1.512,2.32,1787406022.554344,1.972,3.489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,893,574,319,5.0,64.278,39102065,20195142,51.647,True,84.882,False,35.05,35.153,True,0.6,1.4,1.5,0.2,3.0,2.894836,1,1,0,1787406037.305471,1787406037.305471,1787406040.205408,1787406053.575938,1787406054.775971,1.200032,,,11,1.200032,0.0,True,True,False,0.6,1.4,3,15,False,30,30,13.886,388,199,10,1787406021.87663,,,,,,,,,,,,,,,,,,,,,,,30904.20382165605,16.684926337579615,10.532733439490446,6.150498636942674,2.1398775095541405,51.647,46.85705205494359,12.917494178060911,28.329887549331865,0,314,,
seed9,5,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.97,5,5,0,0.335,True,1042220,0,0.412,0.212,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed9_run5_adaptive.json,11396,10780,1.167,-0.926,1.338,-23.917,24.025,-24.223,25.028,245.491,6.996,0.0,1787406161.685667,2.288,3.826,1787406162.38143,3.167,5.495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,617,432,185,5.0,70.016,25359013,13152018,51.863,True,70.34,False,24.635,25.14,True,0.6,1.4,1.5,0.2,3.0,2.898808,1,2,1,1787406192.683829,1787406192.683829,1787406192.841221,1787406210.89182,1787406212.101764,1.209944,1787406236.221798,24.120034,27,1.209944,0.0,True,True,False,0.6,1.4,3,15,False,27,27,13.29,354,183,7,1787406161.684649,,,,,,,,,,,,,,,,,,,,,,,28109.4391025641,15.835396153846153,9.974235352564103,5.85957157051282,2.0840087179487177,51.863,49.20551730387902,12.6935719856879,,0,312,,
seed10,1,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.83,5,5,0,0.378,True,1042220,0,0.426,0.226,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed10_run1_adaptive.json,11682,10825,0.885,-1.203,1.26,-25.745,24.393,-28.775,27.03,242.287,7.0,1.408,1787406287.61131,8.75,10.15,1787406285.704219,4.847,4.646,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,674,472,202,5.0,70.03,27882168,15183735,54.457,True,67.507,False,33.68,34.575,True,0.6,1.4,1.5,0.2,3.0,2.898113,1,1,0,1787406320.171081,1787406320.171081,1787406320.840884,1787406323.161077,1787406324.361281,1.200204,,,3,1.200204,0.0,True,True,False,0.6,1.4,3,15,False,28,28,13.65,357,181,10,1787406284.937562,,,,,,,,,,,,,,,,,,,,,,,28448.01986754967,18.256458774834435,11.521044205298015,6.7337231788079475,2.3706986456953643,54.457,46.24966391087577,12.675066532902074,26.417874877383408,0,302,,
seed10,2,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.98,5,5,0,0.373,True,1042220,0,0.41,0.21,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed10_run2_adaptive.json,12797,12020,1.076,-0.962,1.065,-26.181,24.052,-24.572,28.163,250.26,6.998,0.0,1787406416.980525,4.67,5.733,1787406417.658047,5.319,6.555,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,699,483,216,5.0,69.099,29078511,15320576,52.687,True,76.681,False,22.031,21.079,True,0.6,1.4,1.5,0.2,3.0,2.887569,1,4,3,1787406439.490186,1787406439.490186,1787406440.180366,1787406454.020242,1787406455.229911,1.209669,1787406475.280516,20.050605,30,1.209996,0.0,True,True,False,0.6,1.4,3,15,False,24,24,10.014,378,176,9,1787406416.978209,,,,,,,,,,,,,,,,,,,,,,,27862.91390728477,15.589650066225166,9.785552880794702,5.802431125827814,2.0968555331125827,52.687,43.678438128565936,12.9311594650909,26.486143209429237,0,302,,
