Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.000623889, 0.000403659, 0.000219546, 9.673e-06, 3581, 2777, 369
0.000670212, 0.000412615, 0.000256138, 0, 3572, 2768, 0
0.00103852, 0.000680716, 0.000355851, 4.391e-06, 3590, 2780, 123
0.000663435, 0.000426985, 0.000235012, 7.041e-06, 3562, 2767, 246
0.000642928, 0.000419329, 0.000222962, 1.0515e-05, 3587, 2792, 369
0.00070043, 0.00042354, 0.000274363, 1.0608e-05, 3571, 2785, 369
0.000933682, 0.000602125, 0.000330285, 4.298e-06, 3580, 2785, 123
0.00110588, 0.00075544, 0.00034879, 5.631e-06, 3593, 2796, 123
0.000995224, 0.000637029, 0.000355836, 2.5562e-05, 3587, 2786, 738
0.000889771, 0.000638985, 0.00024921, 7.939e-06, 3564, 2774, 246
0.000708492, 0.000460344, 0.000246937, 5.53e-06, 3563, 2767, 246
0.000588495, 0.000370696, 0.000217281, 9.898e-06, 3564, 2776, 369
0.000684708, 0.000440347, 0.000242913, 7.362e-06, 3574, 2781, 246
0.000977598, 0.000620216, 0.000355935, 1.9375e-05, 3591, 2790, 615
0.00044282, 0.000280366, 0.000161627, 1.5167e-05, 3585, 2787, 861
0.000951276, 0.000687359, 0.000262634, 2.0995e-05, 3578, 2792, 615
0.000660486, 0.000418948, 0.000240265, 2.4231e-05, 3560, 2762, 738
0.000745871, 0.000509978, 0.000234387, 1.3116e-05, 3555, 2762, 492
0.000691492, 0.000430546, 0.000259379, 1.8054e-05, 3584, 2790, 861
0.000962821, 0.000673406, 0.000287937, 1.0826e-05, 3580, 2768, 369
0.000470421, 0.000304148, 0.00016531, 7.771e-06, 3588, 2789, 369
0.00126994, 0.000829624, 0.0004366, 1.145e-05, 3587, 2784, 246
0.000819059, 0.000520147, 0.000297305, 7.541e-06, 3577, 2799, 246
0.000441688, 0.000281853, 0.000158567, 1.0019e-05, 3555, 2766, 492
0.00113087, 0.000730328, 0.000397776, 2.2454e-05, 3590, 2799, 615
0.000474471, 0.000306422, 0.000167026, 9.508e-06, 3563, 2775, 492
0.000668973, 0.000388267, 0.000279414, 2.2303e-05, 3565, 2761, 738
0.000864778, 0.000538854, 0.000324318, 3.3557e-05, 3567, 2759, 1353
0.00130783, 0.000811099, 0.000494937, 5.721e-05, 3552, 2767, 1476
0.000779667, 0.000436443, 0.00034201, 4.7571e-05, 3598, 2801, 1599
0.00116651, 0.000726722, 0.000437753, 5.074e-05, 3569, 2771, 1599
0.000767669, 0.000466047, 0.000300337, 3.6228e-05, 3592, 2793, 1107
0.000868955, 0.000452199, 0.000415527, 3.1943e-05, 3576, 2774, 1107
0.00148448, 0.000982823, 0.000499365, 2.8675e-05, 3576, 2768, 615
0.000674418, 0.000405399, 0.000267957, 3.4933e-05, 3564, 2766, 1353
0.00103904, 0.000760529, 0.00027623, 2.6827e-05, 3568, 2774, 861
0.000714967, 0.000467009, 0.000246525, 1.2363e-05, 3547, 2754, 492
0.00047275, 0.000305719, 0.000166161, 7.528e-06, 3569, 2769, 369
0.000708999, 0.000458524, 0.000249041, 6.749e-06, 3564, 2769, 246
0.000747586, 0.000479112, 0.00026738, 1.8858e-05, 3593, 2789, 369
0.000694306, 0.000423441, 0.000269585, 9.733e-06, 3597, 2804, 369
0.000792082, 0.00050693, 0.000283367, 9.729e-06, 3567, 2771, 369
0.000476679, 0.000319263, 0.000155638, 0, 3580, 2780, 0
0.00113464, 0.000731909, 0.000400607, 9.243e-06, 3576, 2780, 246
0.000469625, 0.000307663, 0.000160531, 0, 3593, 2790, 0
0.000808373, 0.000513581, 0.000293272, 8.103e-06, 3565, 2768, 246
0.000928568, 0.000689007, 0.000237489, 0, 3595, 2808, 0
0.000549333, 0.000382635, 0.00016577, 5.844e-06, 3578, 2785, 246
0.000694338, 0.000419083, 0.000274365, 3.2052e-05, 3558, 2761, 1230
0.00100191, 0.000711192, 0.000289123, 2.6106e-05, 3581, 2791, 861
0.00075856, 0.000437798, 0.000318868, 3.355e-05, 3572, 2771, 1107
0.000977571, 0.000673656, 0.000302113, 1.9087e-05, 3563, 2760, 738
0.000687321, 0.000417454, 0.000268822, 2.7539e-05, 3554, 2761, 984
0.00110626, 0.000699545, 0.000404827, 2.3494e-05, 3566, 2764, 738
0.000832692, 0.000520687, 0.000310461, 1.7734e-05, 3564, 2773, 861
0.00106449, 0.00065677, 0.000405631, 3.5582e-05, 3573, 2775, 1230
0.000944007, 0.000678996, 0.000263226, 1.7516e-05, 3571, 2773, 615
0.0007007, 0.000418136, 0.000281548, 2.5521e-05, 3571, 2782, 861
0.000692747, 0.000411086, 0.000280875, 2.898e-05, 3577, 2776, 1353
0.000741795, 0.00041689, 0.000323514, 6.8872e-05, 3567, 2770, 3813
0.00120221, 0.000716756, 0.000483792, 9.8083e-05, 3582, 2775, 4551
0.0011868, 0.000691278, 0.000493386, 7.1427e-05, 3571, 2777, 2583
0.001013, 0.000669752, 0.00034148, 3.0496e-05, 3585, 2793, 1230
0.000923871, 0.000667027, 0.000254915, 1.808e-05, 3585, 2791, 615
0.000677731, 0.000419587, 0.000256717, 2.3001e-05, 3576, 2773, 861
0.000681861, 0.00042496, 0.000255883, 1.9882e-05, 3557, 2762, 738
0.000790277, 0.000492512, 0.00029607, 1.0426e-05, 3552, 2763, 369
0.000478797, 0.000293149, 0.000184689, 1.9021e-05, 3566, 2766, 984
0.00103057, 0.000708214, 0.000320763, 3.0461e-05, 3570, 2762, 1107
0.000889154, 0.00054543, 0.000342027, 4.4433e-05, 3566, 2771, 1230
0.000922325, 0.000480014, 0.000440762, 4.1331e-05, 3583, 2786, 1230
0.00117029, 0.000678886, 0.000489736, 5.9144e-05, 3594, 2788, 1968
0.000938357, 0.000659569, 0.00027727, 2.6812e-05, 3571, 2776, 984
0.0011082, 0.000714646, 0.0003916, 1.6854e-05, 3586, 2784, 615
0.000666239, 0.000419524, 0.00024558, 1.0358e-05, 3585, 2785, 369
0.000669526, 0.000424911, 0.000242787, 4.05e-06, 3558, 2759, 123
0.00110024, 0.000719705, 0.00037871, 1.8006e-05, 3580, 2772, 492
0.00100078, 0.000657522, 0.000341258, 1.0302e-05, 3590, 2780, 369
0.000776135, 0.00049291, 0.000281345, 2.1811e-05, 3588, 2789, 492
0.000667368, 0.000427722, 0.000237986, 6.621e-06, 3550, 2746, 246
0.000781214, 0.000502438, 0.000276646, 1.1018e-05, 3579, 2790, 369
0.000976915, 0.000729117, 0.00024669, 6.996e-06, 3541, 2749, 246
0.000956904, 0.000702155, 0.000253489, 1.0852e-05, 3586, 2784, 369
0.00109837, 0.000701195, 0.000395294, 1.5129e-05, 3594, 2802, 369
0.000464729, 0.000303078, 0.000160543, 5.175e-06, 3583, 2799, 246
0.000660856, 0.000413105, 0.000246843, 1.0449e-05, 3581, 2795, 369
0.00104022, 0.000685813, 0.000352743, 1.3885e-05, 3576, 2778, 369
0.000926181, 0.000669781, 0.000255047, 1.577e-05, 3568, 2785, 615
0.000646415, 0.000414054, 0.000231433, 1.0266e-05, 3571, 2785, 369
0.00099095, 0.000651181, 0.00033827, 8.093e-06, 3580, 2791, 246
0.000691923, 0.000444692, 0.000245679, 7.3e-06, 3575, 2778, 246
0.000666271, 0.000430722, 0.000233493, 1.457e-05, 3574, 2798, 492
0.000709352, 0.000457207, 0.000250733, 8.547e-06, 3568, 2768, 246
0.000446028, 0.000291354, 0.000154003, 5.86e-06, 3548, 2755, 246
0.000602201, 0.00039349, 0.000207181, 0, 3566, 2784, 0
0.000638249, 0.000417937, 0.000219228, 3.883e-06, 3563, 2762, 123
0.00107693, 0.000816285, 0.000258967, 0, 3569, 2776, 0
0.000761368, 0.000506857, 0.000252925, 0, 3555, 2766, 0
0.000490657, 0.000342379, 0.000147147, 0, 3592, 2797, 0
0.0010232, 0.000684588, 0.000335845, 0, 3560, 2763, 0
0.00108388, 0.000740104, 0.000341714, 4.672e-06, 3581, 2785, 123
0.000771018, 0.000529916, 0.000239914, 4.268e-06, 3556, 2772, 123
0.000712989, 0.00044369, 0.000268092, 6.805e-06, 3584, 2784, 246
0.000657727, 0.000418511, 0.000237721, 0, 3579, 2784, 0
0.00108775, 0.000703711, 0.000381939, 2.5384e-05, 3579, 2781, 738
0.00065916, 0.000416635, 0.000241514, 1.0465e-05, 3572, 2775, 369
0.000677738, 0.000417001, 0.000259024, 1.8659e-05, 3579, 2777, 615
0.00107811, 0.000681391, 0.00039513, 2.1875e-05, 3578, 2780, 615
0.000652171, 0.000414803, 0.000236327, 1.1272e-05, 3561, 2772, 369
0.00117657, 0.000773097, 0.000401344, 1.136e-05, 3586, 2781, 246
0.00066201, 0.000417883, 0.000242868, 1.4095e-05, 3562, 2760, 492
0.000676553, 0.000415529, 0.000259257, 2.6192e-05, 3561, 2764, 984
0.00106876, 0.000700614, 0.000366754, 1.7917e-05, 3579, 2773, 369
0.000671995, 0.000419891, 0.00025082, 3.625e-06, 3578, 2790, 123
0.00065538, 0.000416596, 0.000236954, 4.257e-06, 3583, 2782, 123
0.00111105, 0.000715382, 0.000393756, 1.062e-05, 3573, 2792, 246
0.000980553, 0.00069761, 0.000280664, 1.5187e-05, 3588, 2790, 615
0.000680979, 0.000397442, 0.000282383, 3.0359e-05, 3570, 2768, 1230
0.00108247, 0.000660804, 0.000419661, 2.1546e-05, 3584, 2781, 615
0.00109185, 0.00066149, 0.000428619, 5.0084e-05, 3571, 2771, 1599
0.000669422, 0.000382135, 0.000286331, 4.1465e-05, 3607, 2803, 2214
0.00109104, 0.000619575, 0.00046996, 5.655e-05, 3591, 2788, 2214
0.000712721, 0.000415424, 0.000295975, 3.2451e-05, 3573, 2770, 1353
0.0013653, 0.000812612, 0.000550081, 7.0089e-05, 3562, 2760, 2091
0.0011204, 0.00068509, 0.000433705, 3.3437e-05, 3576, 2789, 1107
0.000681946, 0.000417137, 0.000263033, 7.744e-06, 3589, 2789, 246
0.00107492, 0.00067644, 0.000396575, 1.2873e-05, 3572, 2769, 369
0.000757327, 0.000473062, 0.000282446, 1.2663e-05, 3563, 2777, 615
0.00104594, 0.000642086, 0.00040067, 3.6265e-05, 3569, 2775, 1722
0.000810547, 0.000406021, 0.000402238, 4.1814e-05, 3572, 2777, 1845
0.000508987, 0.000280604, 0.000227406, 2.2295e-05, 3593, 2790, 1353
0.00106698, 0.000617609, 0.000447737, 2.9145e-05, 3582, 2786, 984
0.00102998, 0.000699285, 0.000329025, 3.7174e-05, 3584, 2791, 1476
0.000707776, 0.000417332, 0.00028932, 2.3282e-05, 3582, 2788, 984
0.000670459, 0.0003976, 0.000272035, 2.0882e-05, 3566, 2776, 984
0.000929149, 0.000647887, 0.000280225, 4.768e-06, 3575, 2791, 123
0.00095382, 0.000678178, 0.00027431, 1.4731e-05, 3579, 2798, 615
0.000787867, 0.000493495, 0.000292844, 1.9368e-05, 3578, 2782, 738
0.000647011, 0.000415208, 0.000230875, 4.261e-06, 3564, 2772, 123
0.000730899, 0.000461118, 0.000268651, 1.5838e-05, 3559, 2770, 615
0.000822324, 0.000576911, 0.000243625, 5.876e-06, 3600, 2803, 246
0.000903804, 0.000665068, 0.000237298, 7.561e-06, 3579, 2782, 246
0.000706719, 0.000453848, 0.000251644, 6.555e-06, 3585, 2788, 246
0.000923507, 0.000685926, 0.000235761, 3.425e-06, 3586, 2780, 123
0.000483086, 0.00030227, 0.000179954, 1.753e-05, 3587, 2789, 984
0.000485204, 0.000314172, 0.000170327, 1.6376e-05, 3575, 2771, 861
0.000582131, 0.000380382, 0.000200407, 7.213e-06, 3590, 2795, 369
0.000766532, 0.000492156, 0.00027316, 1.191e-05, 3581, 2785, 492
0.000995962, 0.000638945, 0.000355282, 2.7329e-05, 3559, 2763, 861
0.000785174, 0.000515249, 0.000268245, 1.8111e-05, 3593, 2794, 738
0.00063123, 0.000461814, 0.000168234, 7.001e-06, 3576, 2778, 369
0.00101155, 0.00065075, 0.00035943, 1.0467e-05, 3576, 2789, 246
0.000686073, 0.000407636, 0.000277112, 3.1042e-05, 3563, 2773, 1230
0.000717056, 0.000406936, 0.000308689, 5.598e-05, 3553, 2766, 2460
0.00110735, 0.00062574, 0.000479555, 8.4366e-05, 3599, 2811, 3198
0.000805521, 0.000482577, 0.000321584, 3.7854e-05, 3592, 2798, 1599
0.00116343, 0.000706003, 0.000455358, 2.5105e-05, 3575, 2789, 738
0.000473688, 0.000300881, 0.000171816, 1.0756e-05, 3579, 2783, 492
0.000502347, 0.000330832, 0.000170571, 7.401e-06, 3565, 2774, 369
0.00105659, 0.000691207, 0.000363748, 1.1135e-05, 3564, 2762, 246
0.000634272, 0.000406816, 0.000226118, 4.088e-06, 3567, 2776, 123
0.00102861, 0.000682701, 0.000344433, 4.904e-06, 3557, 2760, 123
0.00107522, 0.000726864, 0.000346718, 0, 3571, 2774, 0
0.000630116, 0.000401593, 0.000227757, 3.715e-06, 3563, 2770, 123
0.00100845, 0.000657285, 0.000349131, 9.189e-06, 3581, 2776, 246
0.00103752, 0.000680931, 0.000355249, 9.415e-06, 3571, 2781, 246
0.00103731, 0.000694634, 0.000341051, 9.452e-06, 3589, 2806, 246
0.00100885, 0.000641659, 0.000365286, 1.696e-05, 3585, 2786, 492
0.000846428, 0.000615274, 0.000229704, 1.05e-05, 3582, 2781, 369
0.00112294, 0.000726291, 0.000395079, 1.3822e-05, 3581, 2779, 369
0.00102719, 0.00070087, 0.000324053, 4.817e-06, 3578, 2779, 123
0.00116458, 0.000763627, 0.000399242, 1.4909e-05, 3574, 2781, 369
0.00100934, 0.000651741, 0.000356264, 9.921e-06, 3543, 2756, 246
0.00104877, 0.000686128, 0.000361206, 1.5817e-05, 3567, 2762, 492
0.000829294, 0.0004725, 0.000354077, 3.1022e-05, 3586, 2793, 1107
0.000644048, 0.000397439, 0.000245439, 2.3377e-05, 3581, 2777, 861
0.000945288, 0.000678767, 0.000265205, 1.0178e-05, 3550, 2761, 369
0.00100668, 0.000655085, 0.000349942, 1.5929e-05, 3553, 2764, 492
0.00105565, 0.000671723, 0.000382451, 3.5421e-05, 3606, 2801, 1230
0.00107188, 0.000735712, 0.000334734, 3.2516e-05, 3565, 2771, 984
0.000947997, 0.000675928, 0.000270102, 2.4662e-05, 3571, 2774, 861
0.00101859, 0.000655709, 0.000360839, 2.0441e-05, 3575, 2778, 615
0.00104071, 0.000669929, 0.000369114, 2.0311e-05, 3565, 2769, 615
0.00105029, 0.000653211, 0.000395076, 4.7539e-05, 3571, 2774, 1968
0.0011171, 0.000666466, 0.000448966, 6.5334e-05, 3595, 2796, 2214
0.00100207, 0.000598539, 0.000402368, 4.406e-05, 3553, 2759, 1968
0.000786066, 0.00047789, 0.000306849, 3.625e-05, 3555, 2761, 2091
0.0010973, 0.000678009, 0.000417453, 3.0471e-05, 3593, 2795, 1107
0.0010127, 0.000631602, 0.000379976, 3.2855e-05, 3587, 2790, 1230
0.00090903, 0.000645033, 0.000262676, 2.1385e-05, 3561, 2768, 861
0.000665212, 0.000405645, 0.000258787, 2.1668e-05, 3564, 2766, 738
0.00103992, 0.000661438, 0.000376897, 2.6003e-05, 3565, 2771, 738
0.000701096, 0.00041857, 0.000280839, 2.4662e-05, 3596, 2785, 861
0.00104336, 0.000691094, 0.000350637, 1.2709e-05, 3598, 2796, 369
0.000973023, 0.000630953, 0.000340573, 1.1256e-05, 3570, 2769, 369
0.000689159, 0.000438604, 0.000249624, 1.6192e-05, 3593, 2792, 861
0.000791281, 0.000551619, 0.000238155, 1.4303e-05, 3573, 2777, 615
0.000655515, 0.000397895, 0.000256314, 2.0676e-05, 3586, 2786, 738
0.000640947, 0.000386935, 0.000252882, 1.9667e-05, 3563, 2765, 738
0.000981188, 0.000620219, 0.000360012, 2.0935e-05, 3568, 2765, 738
0.000997918, 0.000673139, 0.000322367, 6.672e-06, 3566, 2769, 369
0.000625514, 0.000382972, 0.000240957, 2.4374e-05, 3557, 2765, 984
0.000995437, 0.000635433, 0.000358461, 1.116e-05, 3589, 2789, 369
0.000616042, 0.000385587, 0.000229489, 1.0424e-05, 3573, 2774, 369
0.000953469, 0.000620593, 0.000331286, 1.4157e-05, 3574, 2775, 369
0.000744353, 0.000487402, 0.000255607, 0, 3562, 2770, 0
0.000599187, 0.000386275, 0.00021204, 3.54e-06, 3577, 2778, 123
0.00059057, 0.000380193, 0.000209083, 0, 3557, 2765, 0
0.000612794, 0.000391703, 0.0002202, 3.464e-06, 3570, 2780, 123
0.000630884, 0.000400178, 0.000229224, 0, 3578, 2776, 0
0.000986824, 0.000658966, 0.000326561, 4.84e-06, 3570, 2773, 123
0.000618889, 0.000396798, 0.000221107, 4.223e-06, 3580, 2783, 123
0.000983358, 0.000642161, 0.000339703, 9.467e-06, 3575, 2778, 246
0.000889614, 0.000661762, 0.000226123, 9.048e-06, 3565, 2766, 369
0.000633409, 0.000409593, 0.000222808, 0, 3580, 2785, 0
0.000953304, 0.000637078, 0.000314903, 0, 3594, 2802, 0
0.000612649, 0.000387076, 0.000224738, 1.8529e-05, 3582, 2782, 369
0.00061992, 0.00038654, 0.000232479, 3.021e-06, 3602, 2794, 123
0.00103921, 0.000671568, 0.000366098, 2.0145e-05, 3581, 2783, 615
0.000620931, 0.000377744, 0.000241998, 1.793e-05, 3578, 2777, 615
0.00066068, 0.000410247, 0.000249046, 1.9286e-05, 3567, 2771, 861
0.000758798, 0.000459475, 0.000298142, 2.1337e-05, 3574, 2771, 984
0.000893404, 0.000616526, 0.000275106, 3.322e-05, 3595, 2800, 861
0.00105583, 0.000639378, 0.000415375, 4.3349e-05, 3589, 2796, 1845
0.000691612, 0.000403235, 0.00028737, 4.6574e-05, 3581, 2775, 1968
0.00101458, 0.000652807, 0.000359934, 2.4858e-05, 3562, 2766, 861
0.000793971, 0.000562865, 0.000230129, 6.48e-06, 3592, 2787, 246
0.000694978, 0.000434656, 0.000258631, 1.8219e-05, 3567, 2778, 615
0.00091782, 0.000587424, 0.000328472, 1.8365e-05, 3550, 2758, 615
0.000978064, 0.000658359, 0.00031806, 0, 3593, 2794, 0
0.000655547, 0.000421587, 0.00023258, 4.148e-06, 3560, 2766, 123
0.000763125, 0.000406774, 0.000355132, 3.909e-06, 3582, 2795, 123
0.00100208, 0.000663804, 0.000336566, 8.883e-06, 3578, 2778, 246
0.00112023, 0.000757863, 0.000360407, 4.795e-06, 3574, 2782, 123
0.000881328, 0.000624471, 0.000254974, 1.6394e-05, 3565, 2774, 615
0.000965843, 0.000643466, 0.000320953, 4.472e-06, 3595, 2782, 123
0.000598974, 0.000371968, 0.000225455, 1.0274e-05, 3595, 2795, 369
0.000676604, 0.000421749, 0.000253318, 1.1309e-05, 3582, 2784, 369
0.000631793, 0.00039097, 0.000239871, 1.5883e-05, 3584, 2774, 615
0.000621986, 0.000393791, 0.000227337, 1.4262e-05, 3567, 2783, 615
0.00109284, 0.000707146, 0.000384015, 1.2797e-05, 3589, 2785, 369
0.000643478, 0.000385038, 0.000257307, 1.7218e-05, 3574, 2778, 861
0.000707069, 0.000408057, 0.000297952, 1.3447e-05, 3583, 2784, 492
0.000666907, 0.000410132, 0.00025594, 1.9076e-05, 3578, 2777, 738
0.00113748, 0.000817423, 0.000317814, 5.068e-06, 3581, 2791, 123
0.000647386, 0.000404119, 0.000242111, 1.056e-05, 3578, 2785, 369
0.000792505, 0.000415358, 0.000376141, 1.1637e-05, 3579, 2786, 369
0.00102759, 0.000692987, 0.000333075, 5.661e-06, 3572, 2782, 123
0.00106493, 0.000710173, 0.000353209, 5.159e-06, 3550, 2761, 123
0.00094959, 0.000631614, 0.000316841, 4.82e-06, 3573, 2769, 123
0.000620744, 0.000404611, 0.000215309, 3.835e-06, 3598, 2801, 123
0.000966302, 0.000631337, 0.00033337, 1.1304e-05, 3587, 2780, 369
0.000710178, 0.000453525, 0.000255136, 7.871e-06, 3552, 2758, 246
0.00106766, 0.000703896, 0.000361651, 4.727e-06, 3598, 2799, 123
0.00097563, 0.000638062, 0.000335551, 0, 3576, 2779, 0
0.000967518, 0.000629929, 0.000336674, 0, 3587, 2794, 0
0.00102163, 0.000625733, 0.000394029, 1.8688e-05, 3571, 2779, 492
0.00107285, 0.000688867, 0.000382068, 2.5053e-05, 3593, 2798, 492
0.000964489, 0.000603569, 0.000359557, 2.8443e-05, 3591, 2794, 984
0.000977474, 0.00062799, 0.000347485, 1.8781e-05, 3548, 2752, 615
0.00130351, 0.000779912, 0.000521332, 1.7093e-05, 3569, 2772, 369
0.000983069, 0.000633812, 0.000348081, 1.5055e-05, 3565, 2788, 615
0.00101864, 0.000669513, 0.000347622, 2.4506e-05, 3556, 2762, 738
0.000965185, 0.000594609, 0.000368937, 3.0876e-05, 3557, 2767, 1476
0.000655364, 0.000400978, 0.000253369, 1.0617e-05, 3568, 2770, 492
0.000881827, 0.000613374, 0.000266931, 2.7739e-05, 3601, 2809, 1107
0.000998768, 0.000706753, 0.000289734, 2.5798e-05, 3553, 2757, 984
0.000684034, 0.000421057, 0.000261891, 1.6998e-05, 3576, 2793, 615
0.000976286, 0.000676638, 0.000297954, 1.5701e-05, 3571, 2781, 738
0.0010226, 0.000650573, 0.000370586, 1.7953e-05, 3567, 2780, 492
0.00101056, 0.000668643, 0.000340422, 1.9802e-05, 3569, 2783, 615
0.00066425, 0.000404513, 0.000258492, 1.4565e-05, 3608, 2811, 492
0.000663141, 0.00043897, 0.000222257, 0, 3575, 2778, 0
0.000604383, 0.000386494, 0.000217099, 3.37e-06, 3587, 2784, 123
0.000655894, 0.000445686, 0.000209096, 0, 3572, 2777, 0
0.00086376, 0.000482717, 0.000379073, 0, 3587, 2785, 0
0.000734159, 0.000517076, 0.000215375, 3.231e-06, 3561, 2768, 123
0.000415309, 0.000273276, 0.000141206, 0, 3561, 2763, 0
0.000659249, 0.000416885, 0.000240957, 0, 3597, 2792, 0
0.000629536, 0.000410053, 0.000218655, 3.74e-06, 3574, 2779, 123
0.000709069, 0.000482213, 0.000225628, 0, 3571, 2781, 0
0.000611689, 0.000393231, 0.000217389, 7.379e-06, 3576, 2783, 246
0.000627382, 0.000407946, 0.00021747, 3.985e-06, 3571, 2769, 123
0.000657298, 0.000435364, 0.000220729, 4.342e-06, 3558, 2773, 123
0.000950054, 0.000627755, 0.000320711, 0, 3573, 2787, 0
0.000654259, 0.000429078, 0.000224047, 0, 3572, 2782, 0
0.00100433, 0.000682132, 0.000319654, 0, 3572, 2781, 0
0.00102182, 0.00069262, 0.000327184, 1.0256e-05, 3579, 2779, 369
0.000643562, 0.000420763, 0.00022147, 3.37e-06, 3585, 2777, 123
0.000646245, 0.000408252, 0.000236419, 6.674e-06, 3569, 2770, 246
0.000977132, 0.000623032, 0.000353027, 1.1846e-05, 3604, 2808, 369
0.000612812, 0.000398292, 0.000213371, 0, 3563, 2763, 0
0.000970932, 0.000646246, 0.000323151, 0, 3584, 2782, 0
0.000660601, 0.000416664, 0.000242584, 3.821e-06, 3595, 2793, 123
0.000613602, 0.000409522, 0.00020312, 0, 3569, 2773, 0
0.00086027, 0.000520532, 0.00033802, 5.332e-06, 3571, 2767, 123
0.000615904, 0.00040496, 0.000209308, 0, 3586, 2791, 0
0.000599506, 0.000384735, 0.000213428, 0, 3609, 2814, 0
0.000615126, 0.000413809, 0.000199457, 0, 3567, 2769, 0
0.000979395, 0.00063916, 0.00033914, 4.684e-06, 3591, 2797, 123
0.00112511, 0.000756042, 0.000367337, 8.731e-06, 3594, 2801, 246
0.000957428, 0.000631115, 0.000324546, 5.497e-06, 3551, 2763, 123
0.00100653, 0.000675791, 0.000328777, 0, 3593, 2799, 0
0.000437369, 0.000286244, 0.000150158, 2.917e-06, 3575, 2784, 123
0.000982842, 0.000645115, 0.000336239, 0, 3578, 2787, 0
0.000642933, 0.000409735, 0.000231977, 7.231e-06, 3576, 2777, 246
0.000993707, 0.000652004, 0.000339625, 0, 3578, 2789, 0
0.000950561, 0.000624641, 0.00032361, 4.828e-06, 3584, 2796, 123
0.00062552, 0.000401448, 0.000223171, 7.479e-06, 3586, 2786, 246
0.000698532, 0.000481781, 0.000215737, 0, 3562, 2771, 0
0.0006368, 0.000410682, 0.000225367, 3.377e-06, 3566, 2778, 123
0.00102177, 0.000650171, 0.000369491, 0, 3596, 2808, 0
0.00111083, 0.000773942, 0.000335014, 0, 3573, 2784, 0
0.00111101, 0.000756471, 0.000352397, 0, 3545, 2757, 0
0.001014, 0.000700664, 0.000311804, 0, 3586, 2787, 0
0.0006805, 0.000451351, 0.000227498, 0, 3587, 2795, 0
0.000625397, 0.000388795, 0.000235455, 6.703e-06, 3569, 2779, 246
0.00100928, 0.000673868, 0.000333688, 5.186e-06, 3580, 2784, 123
0.000773928, 0.000541043, 0.000231347, 4.04e-06, 3578, 2775, 123
0.000974663, 0.000648179, 0.000324688, 4.321e-06, 3597, 2809, 123
0.000950727, 0.00063242, 0.000316884, 4.325e-06, 3566, 2776, 123
0.000600173, 0.000380649, 0.000218458, 9.954e-06, 3603, 2811, 369
0.00109599, 0.000703052, 0.000390594, 2.5646e-05, 3580, 2787, 738
0.00100934, 0.000667185, 0.000340506, 1.1701e-05, 3580, 2782, 369
0.000699704, 0.000443153, 0.000254692, 2.5124e-05, 3584, 2791, 1107
0.000694126, 0.000407666, 0.000285661, 2.8493e-05, 3593, 2799, 1230
0.000631251, 0.000404028, 0.000226037, 8.479e-06, 3568, 2766, 246
0.000975643, 0.000650186, 0.000323865, 0, 3582, 2779, 0
0.000910468, 0.000635448, 0.00027357, 0, 3568, 2771, 0
0.000599582, 0.000394089, 0.000204459, 0, 3578, 2776, 0
0.00105919, 0.000833735, 0.000224149, 3.582e-06, 3578, 2798, 123
0.000802039, 0.000578258, 0.000222475, 3.883e-06, 3568, 2789, 123
0.00061364, 0.000407721, 0.000204401, 0, 3586, 2801, 0
0.000808067, 0.000585392, 0.000221176, 0, 3561, 2781, 0
0.000762689, 0.000548835, 0.000212455, 0, 3592, 2804, 0
0.000767767, 0.000569322, 0.000196567, 0, 3575, 2785, 0
0.000707997, 0.000456337, 0.000250201, 0, 3573, 2773, 0
0.000597934, 0.000376919, 0.000219953, 3.014e-06, 3589, 2788, 123
0.000616421, 0.00040921, 0.000205676, 0, 3587, 2781, 0
0.000907613, 0.000609933, 0.000296676, 0, 3565, 2765, 0
0.000601774, 0.000396118, 0.000204695, 0, 3577, 2785, 0
0.000954932, 0.000626613, 0.000327205, 5.122e-06, 3565, 2780, 123
0.000617173, 0.000396209, 0.000220038, 3.614e-06, 3562, 2765, 123
0.000621285, 0.000407261, 0.000213107, 0, 3553, 2757, 0
0.000865854, 0.000636764, 0.000227676, 4.162e-06, 3580, 2788, 123
0.000615299, 0.0003985, 0.000216012, 3.374e-06, 3575, 2783, 123
0.000605639, 0.000398253, 0.000206148, 0, 3568, 2777, 0
0.000602871, 0.000387196, 0.000214484, 0, 3590, 2800, 0
0.000953003, 0.000633059, 0.00031762, 0, 3573, 2781, 0
0.000759339, 0.000503536, 0.000253924, 0, 3566, 2768, 0
0.000997518, 0.000681389, 0.000314649, 0, 3587, 2798, 0
0.000612807, 0.000402784, 0.000208983, 0, 3575, 2779, 0
0.000615641, 0.000403467, 0.000211106, 0, 3594, 2789, 0
0.000591272, 0.000372781, 0.000217025, 0, 3556, 2755, 0
0.000674018, 0.000450227, 0.0002222, 0, 3586, 2785, 0
0.000918988, 0.000605129, 0.000312314, 4.423e-06, 3587, 2792, 123
0.00121004, 0.000811834, 0.000395432, 0, 3586, 2776, 0
0.000941643, 0.000625527, 0.000313879, 0, 3562, 2774, 0
0.00101023, 0.000642708, 0.000365472, 4.724e-06, 3589, 2803, 123
0.000612028, 0.000396004, 0.000215058, 0, 3533, 2741, 0
0.000955473, 0.000644208, 0.000309164, 0, 3568, 2781, 0
