map,run,mode,success,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,samples,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,perf_row_start,perf_row_end
seed9,3,full,True,36.57,5,5,0,0.564,3652,9272.737244897959,1.5675112551020407,0.6415875127551021,0.9244121071428572,0.37580506122448976,,85.1392791695835,7.361568427892155,0,392
seed9,3,sector,True,37.29,5,5,0,0.636,3726,2669.86783042394,0.6286647007481296,0.19854613715710723,0.4291078827930175,0.2167178379052369,30,85.14476899166668,8.059269123176424,0,401
seed9,3,adaptive,True,36.38,5,5,0,0.639,3633,2823.0946291560103,0.6571792148337596,0.20632503324808185,0.4495990358056266,0.22854841432225062,31,81.6495518016254,8.296758138776894,0,391
seed9,4,full,True,36.06,5,5,0,0.68,3605,9312.221649484536,1.5910128891752577,0.6376367963917526,0.9519123891752578,0.3907950025773196,,83.64798543098887,8.169064210615455,0,388
seed9,4,sector,True,37.92,5,5,0,0.611,3787,2705.252450980392,0.6606565220588235,0.2026732156862745,0.45679221078431376,0.23297470588235294,31,85.5791217451038,8.207627254162206,0,408
seed9,4,adaptive,True,36.92,5,5,0,0.605,3691,2750.501259445844,0.6563376952141058,0.19807480604534006,0.4569658136020151,0.23459522166246852,30,84.07942577923076,7.696984105849905,0,397
seed9,5,full,True,37.55,5,5,0,0.775,3752,8811.748756218905,1.6011216019900496,0.6461173756218905,0.9533208930348259,0.38630801492537314,,85.8951751339385,7.06607876732934,0,402
seed9,5,sector,True,37.72,5,5,0,0.67,3764,2646.237037037037,0.6421217728395062,0.20177874814814814,0.43896265925925926,0.21798342716049382,30,85.34405284561971,7.965740651011687,0,405
seed9,5,adaptive,True,37.02,5,5,0,0.603,3699,2666.0280612244896,0.636017612244898,0.1908814642857143,0.4438672397959184,0.22957667602040815,30,83.71512189321184,8.385671542867186,0,392
seed10,1,full,True,38.33,5,5,0,0.666,3827,8449.077669902912,1.552424177184466,0.621379432038835,0.9297270388349514,0.3741897402912621,,84.93764206515209,7.015560393619448,0,412
