map,run,mode,success,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed11,6,adaptive,True,73.74,2,2,0,0.233,0,0.284,0.084,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run6_adaptive.json,7045,7004,0.281,-48.056,1.467,-3.085,2.533,-48.474,50.198,212.85,3.002,1.552,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,375,24778497,8066812,32.556,True,93.867,False,0.0,0.0,1,0,0,1785902871.61422,1785902871.61422,1785902900.973541,,,,,,2,0.133046,0.206681,,,,,,,,,,,,,,,,,,,,,,,21961.127536231885,5.836386373913044,2.0523101362318843,3.782403808695652,1.838714915942029,32.556,91.8799117291231,10.028763402557049,57.55049980431305,6,351,,
seed11,6,raw,True,73.28,2,2,4,0.01,4,0.017,-0.183,8,static_pcd,5.1386,0.1822,0.03863000124692917,-33.56483840942383,2.4634199142456055,2.99378,-0.050200000405311584,-33.45178985595703,2.3515000343322754,results/native_seed11_raw_adaptive_n30_forensics/seed11_run6_raw.json,7063,6969,0.559,-48.122,1.887,-5.689,2.753,-48.122,50.029,213.666,3.001,1.959,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64113.070512820515,13.93695662820513,5.038873423076923,8.896274173076923,4.199373717948718,,89.13678167601408,,56.61603598534523,7,163,,
seed11,7,raw,True,76.23,2,2,0,0.277,0,0.324,0.124,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run7_raw.json,7264,7143,0.31,-48.039,1.566,-6.906,2.139,-48.586,50.054,219.716,3.001,1.435,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66602.21739130435,12.53307,5.354524916996047,7.176785940711462,3.1384939288537548,,96.98186541340843,,56.054927052395875,5,258,,
seed11,7,adaptive,True,72.0,2,2,2,0.012,2,0.025,-0.175,4,static_pcd,1.4459,0.19642,1.2355999946594238,-43.00988006591797,1.9498399496078491,3.00079,1.1064300537109375,-42.92887878417969,1.8259999752044678,results/native_seed11_raw_adaptive_n30_forensics/seed11_run7_adaptive.json,6904,6756,0.604,-48.104,1.922,-3.13,2.105,-48.104,50.076,209.138,3.001,1.99,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,199,12233576,3966108,32.42,True,88.945,False,0.0,0.0,1,0,0,1785903124.004721,1785903124.004721,1785903158.934437,,,,,,2,0.119965,0.01472,,,,,,,,,,,,,,,,,,,,,,,20817.894117647058,6.448719852941176,1.8637483941176471,4.583295382352941,2.4437444823529413,32.42,81.72976086332285,8.6389458057501,50.28300547589041,6,176,,
seed11,8,adaptive,True,74.32,2,2,1,0.192,1,0.164,-0.036,2,static_pcd,18.4404,0.19189,-0.7235100269317627,1.19228994846344,2.0302200317382812,3.00061,-0.54721999168396,1.2335100173950195,2.0938398838043213,results/native_seed11_raw_adaptive_n30_forensics/seed11_run8_adaptive.json,7119,7083,0.577,-48.109,1.761,-3.251,7.078,-48.109,50.031,213.637,3.01,1.977,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,186,11395056,3695320,32.429,True,88.172,False,0.0,0.0,1,0,0,1785903206.366288,1785903206.366288,1785903241.825786,,,,,,2,0.169997,0.077166,,,,,,,,,,,,,,,,,,,,,,,20739.221518987342,7.014302430379747,1.9993969556962023,5.013108367088607,2.676323544303797,32.429,90.33112635059206,8.976997254371103,56.30842201765425,5,163,,
seed11,8,raw,True,73.25,2,2,0,0.281,0,0.36,0.16,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run8_raw.json,7009,6968,0.609,-48.11,1.938,-4.465,4.37,-48.11,50.052,212.951,3.001,1.985,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65030.42105263158,11.651357228947369,5.266518586842105,6.383055263157895,2.561359081578947,,97.39981422840802,,55.887208976020794,6,386,,
seed11,9,raw,True,72.63,2,2,1,0.099,1,0.188,-0.012,2,live_cloud,7.2342,0.18255,0.8927000164985657,-28.052640914916992,2.5361199378967285,2.91968,0.7496200203895569,-27.967260360717773,2.461549997329712,results/native_seed11_raw_adaptive_n30_forensics/seed11_run9_raw.json,6950,6940,0.623,-48.147,2.016,-2.884,3.121,-48.147,50.054,210.793,3.001,1.955,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69173.11688311688,14.617313181818181,5.430894805194805,9.18478487012987,4.278401123376623,,89.69297863870445,,54.43880629678774,2,156,,
seed11,9,adaptive,True,72.4,2,2,1,0.19,0,0.287,0.087,1,live_cloud,0.5645,0.19851,-0.6396600008010864,-47.2966194152832,1.7083899974822998,2.90952,-0.45822998881340027,-47.35464096069336,1.7642600536346436,results/native_seed11_raw_adaptive_n30_forensics/seed11_run9_adaptive.json,6947,6908,0.607,-48.108,1.925,-4.638,2.121,-48.108,50.059,210.396,3.004,1.987,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,185,11473531,3759074,32.763,True,84.865,False,0.0,0.0,1,0,0,1785903458.63672,1785903458.63672,1785903491.205924,,,,,,2,0.109848,0.137022,,,,,,,,,,,,,,,,,,,,,,,21433.620253164558,7.096838848101266,2.0104038924050633,5.08472582278481,2.7306302848101263,32.763,89.29067591072233,8.813451820512052,57.53903479271109,6,164,,
seed11,10,adaptive,True,73.54,2,2,1,0.005,2,0.016,-0.184,3,static_pcd,1.2854,0.01578,1.135040044784546,-42.9911994934082,1.7387299537658691,2.99641,1.1423499584197998,-42.98421096801758,1.7508399486541748,results/native_seed11_raw_adaptive_n30_forensics/seed11_run10_adaptive.json,7047,6900,0.379,-48.062,1.745,-6.168,3.427,-48.062,50.013,212.461,3.001,1.975,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,305,19688708,6454215,32.781,True,94.098,False,0.0,0.0,1,0,0,1785903538.390214,1785903538.390214,1785903555.390097,,,,,,3,0.160357,0.101202,,,,,,,,,,,,,,,,,,,,,,,21635.293680297396,6.206832144981413,1.9630223568773233,4.242068985130112,2.1643727918215614,32.781,91.2384478150309,9.282748874727467,56.85701537947857,8,277,,
seed11,10,raw,True,74.61,2,2,0,0.236,1,0.181,-0.019,1,static_pcd,2.6182,0.19309,1.2225199937820435,-39.67036056518555,2.4539899826049805,2.99126,1.0500199794769287,-39.619361877441406,2.3837900161743164,results/native_seed11_raw_adaptive_n30_forensics/seed11_run10_raw.json,7193,7012,0.345,-48.041,1.402,-6.139,3.369,-48.041,50.041,215.276,3.002,1.989,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62750.057971014496,14.3160825,4.867904768115942,9.446437420289856,4.548389565217391,,92.04157899943523,,52.39036615925625,7,145,,
seed11,11,raw,True,71.89,2,2,0,0.268,0,0.316,0.116,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run11_raw.json,6888,6708,-1.616,-48.852,1.734,-7.439,3.051,-48.852,50.089,210.587,3.001,1.983,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61625.413043478264,14.17689304347826,5.181649891304348,8.993504782608696,4.169040760869565,,91.45667232110466,,55.63644583957237,5,189,,
seed11,11,adaptive,True,73.5,2,2,0,0.23,0,0.313,0.113,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run11_adaptive.json,7053,6982,-1.643,-48.899,1.416,-4.329,3.595,-48.899,50.025,212.085,3.001,1.978,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,370,23858563,7721579,32.364,True,94.324,False,0.0,0.0,1,0,0,1785903787.14403,1785903787.14403,1785903822.854398,,,,,,1,0.409478,0.0,,,,,,,,,,,,,,,,,,,,,,,21197.22686567164,5.849761668656716,1.9978876388059703,3.8502589552238806,1.8901754447761194,32.364,90.11681119228375,10.334487310580686,55.12353932445985,6,341,,
seed11,12,adaptive,True,75.13,2,2,0,0.315,0,0.383,0.183,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run12_adaptive.json,7194,7163,0.307,-48.055,1.717,-6.336,3.091,-48.055,50.068,217.648,3.001,1.969,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,236,14806611,4773571,32.239,True,91.102,False,0.0,0.0,1,0,0,1785903870.507729,1785903870.507729,1785903883.267319,,,,,,2,0.100167,0.206671,,,,,,,,,,,,,,,,,,,,,,,21203.497695852533,6.790480391705069,2.0085829539170508,4.780256419354839,2.536367516129032,32.239,93.92092169229674,8.517138907745903,57.755596785630274,7,224,,
seed11,12,raw,True,72.91,2,2,0,0.225,0,0.287,0.087,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run12_raw.json,7042,6981,0.338,-48.047,1.652,-2.814,2.478,-48.047,50.06,211.586,3.001,1.982,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66515.68333333333,14.927588583333334,5.084593125,9.841217891666666,4.714359000000001,,89.13696706134772,,53.50010616338336,6,126,,
seed11,13,raw,True,72.92,2,2,0,0.292,0,0.368,0.168,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run13_raw.json,7016,6949,0.377,-48.108,1.471,-1.722,4.289,-48.108,50.087,211.832,3.005,1.929,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67456.61304347827,12.699253643478261,5.225229286956521,7.472208847826087,3.2825496391304347,,90.64277432284047,,52.621634450035216,9,239,,
seed11,13,adaptive,True,73.46,2,2,0,0.237,0,0.304,0.104,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run13_adaptive.json,7049,6891,0.438,-48.067,1.437,-1.609,5.178,-48.589,50.013,213.709,3.002,1.419,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,174,10445538,3402568,32.574,True,89.655,False,0.0,0.0,1,0,0,1785904121.540663,1785904121.540663,1785904156.830265,,,,,,1,0.100105,0.054697,,,,,,,,,,,,,,,,,,,,,,,20635.967532467534,6.945841025974026,1.9320051168831167,5.012268123376623,2.674094935064935,32.574,84.87697479724426,8.137779939283172,52.304405386322735,4,158,,
