seed,run,mode,world,success,mission_time_s,frames,active_frames,pts_mean,total_ms_mean,total_ms_active_mean,raycast_ms_mean,raycast_ms_active_mean,update_ms_mean,inflation_ms_mean,cache_mean,fsm_cpu_pct,cpp_cpu_pct,collisions,min_clearance_m,corners_reached,timeouts,perf_row_start,perf_row_end,mission_rc,samples
1,5,full,default_seed1,False,240.0,1968,1968,5723.05081300813,6.043739684959349,6.043739684959349,1.9762954380081301,1.9762954380081301,4.064930167682927,1.7476328714430893,6586.066565040651,105.37231288112002,6.950688790530458,5,0.159,2,4,187,2155,0,25581
1,5,sector,default_seed1,True,117.7,941,941,3234.643995749203,3.069453106269926,3.069453106269926,0.6962239968119023,0.6962239968119023,2.3707188437832096,1.2622375982996812,2427.895855472901,81.95957973102514,6.9679054664181965,0,0.369,4,0,180,1121,0,13379
1,5,adaptive,default_seed1,True,117.7,958,958,3141.320459290188,3.0362290553235907,3.0362290553235907,0.6312729467640918,0.6312729467640918,2.402508918580376,1.3191597212943633,2429.997912317328,79.28167853054507,6.702832005405677,0,0.472,4,0,197,1155,0,13450
2,1,full,default_seed2,True,135.45,1130,1130,9298.650442477876,5.743196017699114,5.743196017699114,1.8148435646017698,1.8148435646017698,3.925769991150442,1.714596292035398,7287.627433628319,83.0484160359143,7.46333512484174,0,0.485,4,0,210,1340,0,15343
2,1,sector,default_seed2,True,111.75,888,888,3161.9144144144143,2.550916817567568,2.550916817567568,0.6137055608108108,0.6137055608108108,1.935107911036036,0.9920827961711711,2401.3963963963965,76.36698227612838,6.570991284945572,0,0.598,4,0,183,1071,0,12888
2,1,adaptive,default_seed2,True,149.6,1200,1200,2584.2825,3.364145569166667,3.364145569166667,0.646498005,0.646498005,2.7155280900000003,1.5873893575000002,2539.2383333333332,90.47415714139943,6.666553054487736,2,0.002,4,1,193,1393,0,16643
2,2,full,default_seed2,True,141.7,1166,1166,8893.114922813036,6.408685428816467,6.408685428816467,1.7939840377358491,1.7939840377358491,4.612270264150943,2.1963470171526587,7124.025728987993,93.62544438029656,7.379838379909512,4,0.011,4,0,191,1357,0,15785
2,2,sector,default_seed2,True,115.85,937,937,3128.6723585912487,2.5559952390608323,2.5559952390608323,0.6097715250800426,0.6097715250800426,1.9441106179295626,0.9873118185699039,2328.537886872999,76.43921944241173,6.766149854316645,0,0.516,4,0,187,1124,0,13327
2,2,adaptive,default_seed2,True,115.8,952,952,3168.4033613445376,2.9078054768907564,2.9078054768907564,0.6664251733193277,0.6664251733193277,2.238940530462185,1.1746705346638655,2475.1502100840335,78.75244135371354,6.69846338196564,0,0.442,4,0,194,1146,0,13285
2,3,full,default_seed2,True,116.1,953,953,9283.090241343127,5.587870608604407,5.587870608604407,1.787951352570829,1.787951352570829,3.7975422518363064,1.6571110671563483,7270.966421825813,78.31103130046763,7.345975965065461,0,0.563,4,0,205,1158,0,13337
2,3,sector,default_seed2,True,122.95,1014,1014,3198.596646942801,2.687943445759369,2.687943445759369,0.647228983234714,0.647228983234714,2.038329705128205,1.0662854388560157,2414.244575936884,79.27414854884375,6.9116402928886425,1,0.296,4,0,199,1213,0,13978
2,3,adaptive,default_seed2,True,150.45,1192,1192,3240.4286912751677,3.3762856375838926,3.3762856375838926,0.7132943598993289,0.7132943598993289,2.6604769454697985,1.458715712248322,2552.3984899328857,91.90353311340331,6.803786457225186,4,0.214,3,1,197,1389,0,16916
2,4,full,default_seed2,False,240.0,1892,1892,9455.988372093023,5.704486178646935,5.704486178646935,1.995366565010571,1.995366565010571,3.7065488123678647,1.5388439164904861,7221.663319238901,109.7514914730175,7.600645357625277,0,0.689,2,4,184,2076,0,25544
2,4,sector,default_seed2,True,113.65,921,921,3167.660152008686,2.7053115917481,2.7053115917481,0.6192389826275787,0.6192389826275787,2.0838421335504886,1.0812630977198698,2388.2095548317047,78.36964687477564,6.942899312659356,0,0.4,4,0,201,1122,0,13123
2,4,adaptive,default_seed2,True,115.35,948,948,3128.6392405063293,2.8441547236286917,2.8441547236286917,0.6521439103375527,0.6521439103375527,2.1897511729957806,1.136920549578059,2482.571729957806,78.70655394250313,6.905015067038099,0,0.446,4,0,194,1142,0,13248
2,5,full,default_seed2,True,123.65,995,995,9372.902512562814,5.5131227738693465,5.5131227738693465,1.7830859035175881,1.7830859035175881,3.72759627839196,1.626105590954774,7301.125628140703,84.31655493208201,7.273559357927039,0,0.501,4,0,182,1177,0,14058
2,5,sector,default_seed2,True,115.95,934,934,3131.1241970021415,2.864539518201285,2.864539518201285,0.6260684561027837,0.6260684561027837,2.2361229346895075,1.1995471434689506,2388.2805139186294,79.82823133947583,6.6860796349367115,2,0.273,4,0,197,1131,0,13498
2,5,adaptive,default_seed2,True,155.2,1276,1276,3125.3636363636365,3.1563328495297807,3.1563328495297807,0.649441552507837,0.649441552507837,2.5046767061128525,1.3777946269592476,2433.5830721003135,87.16634851119069,6.8690441130302595,3,0.182,4,0,176,1452,0,17166
3,1,full,default_seed3,True,115.65,956,956,9119.375523012552,6.0942602928870295,6.0942602928870295,1.7844454016736402,1.7844454016736402,4.307364341004185,1.9968210449790798,7429.100418410042,82.71680421578122,10.324751365387081,0,0.444,4,0,196,1152,0,13331
3,1,sector,default_seed3,True,111.95,876,876,3069.840182648402,2.3973119166666668,2.3973119166666668,0.5752880079908675,0.5752880079908675,1.8197450490867582,0.9257313493150685,2446.4794520547944,78.18141354452369,6.924412211847714,0,0.548,4,0,195,1071,0,12923
3,1,adaptive,default_seed3,True,114.3,956,956,3082.2510460251046,2.650620642259414,2.650620642259414,0.6043150993723849,0.6043150993723849,2.043983830543933,1.0755885428870293,2547.1851464435144,77.13347670340868,6.831520368523441,0,0.499,4,0,196,1152,0,13147
3,2,full,default_seed3,True,207.6,1687,1687,8832.165382335506,5.4375522050978065,5.4375522050978065,1.7171169917012448,1.7171169917012448,3.7179238494368705,1.619016242442205,7140.784232365145,101.2411653080182,7.623208389973591,1,0.202,4,2,170,1857,0,22253
3,2,sector,default_seed3,True,117.55,965,965,3037.8238341968913,2.641839358549223,2.641839358549223,0.5653725834196891,0.5653725834196891,2.0742924113989636,1.119518347150259,2403.5305699481864,79.63318375942366,6.9477241663388085,2,0.224,4,0,197,1162,0,13409
3,2,adaptive,default_seed3,True,137.6,1127,1127,3006.8615794143743,3.0899249671694764,3.0899249671694764,0.6158353992901509,0.6158353992901509,2.471769787932564,1.3784208997338065,2440.2812777284826,88.57053434331938,6.805868549262755,4,0.2,4,0,158,1285,0,15379
3,3,full,default_seed3,True,118.55,982,982,8959.433808553971,5.987986018329939,5.987986018329939,1.6769798625254582,1.6769798625254582,4.308501059063136,1.9946782688391038,7352.648676171079,81.31646930010696,7.5489144556973,0,0.315,4,0,199,1181,0,13600
3,3,sector,default_seed3,True,115.1,958,958,3127.0699373695197,2.666908167014614,2.666908167014614,0.599495981210856,0.599495981210856,2.065181767223382,1.0835189144050104,2482.623173277662,78.40611106839347,7.001096811401911,0,0.6,4,0,214,1172,0,13415
3,3,adaptive,default_seed3,True,119.9,982,982,3103.337067209776,2.7411757087576376,2.7411757087576376,0.6298033105906314,0.6298033105906314,2.1090488788187374,1.1007380967413443,2530.1568228105907,79.48768095095807,6.913859123629223,0,0.318,4,0,195,1177,0,13690
3,4,full,default_seed3,True,118.95,977,977,8921.774820880246,5.822336479017401,5.822336479017401,1.7325359969293757,1.7325359969293757,4.087315634595701,1.832886911975435,7296.634595701126,79.22143294447636,7.419415700710002,0,0.573,4,0,189,1166,0,13574
3,4,sector,default_seed3,True,112.4,939,939,3072.913738019169,2.5870126485623004,2.5870126485623004,0.5924528690095847,0.5924528690095847,1.9924003620873267,1.0445504536741215,2482.5399361022364,77.86971681905739,7.088642285560342,0,0.532,4,0,193,1132,0,12893
3,4,adaptive,default_seed3,False,240.05,2017,2017,1503.640555280119,3.796561395141299,3.796561395141299,0.5105149519087754,0.5105149519087754,3.2842268671293997,1.9516962032721863,2425.357461576599,111.67877478490253,6.93358528766716,4,0.074,1,5,200,2217,0,25614
3,5,full,default_seed3,True,118.85,989,989,8899.051567239636,5.766380242669363,5.766380242669363,1.7088083589484329,1.7088083589484329,4.055044519716886,1.8171611061678463,7279.302325581395,81.73513023469846,10.369806142302677,0,0.432,4,0,197,1186,0,13600
3,5,sector,default_seed3,True,115.65,985,985,3093.5857868020303,2.5848471644670052,2.5848471644670052,0.6005597756345178,0.6005597756345178,1.9819358385786803,1.0068677736040608,2514.33807106599,79.21260683143568,6.906466727335476,0,0.377,4,0,197,1182,0,13252
3,5,adaptive,default_seed3,True,128.25,1034,1034,3008.5899419729208,2.860152735976789,2.860152735976789,0.5912792234042553,0.5912792234042553,2.26651450967118,1.2170741305609285,2511.7495164410057,82.13013442916056,6.751808408797441,2,0.27,4,0,192,1226,0,14527
4,1,full,default_seed4,False,240.05,1910,1910,5551.185863874345,9.245338921465969,9.245338921465969,2.0949051612565444,2.0949051612565444,7.147618633507854,3.9141693565445026,7143.07277486911,107.97387470559062,7.018655440983945,1,0.238,2,4,204,2114,0,25640
4,1,sector,default_seed4,True,183.15,1490,1490,2417.778523489933,2.6813607469798657,2.6813607469798657,0.5754619308724832,0.5754619308724832,2.1036546704697985,1.1003761255033557,2263.1818791946307,92.90542158598078,6.810474223562665,6,-0.105,4,1,181,1671,0,19961
4,1,adaptive,default_seed4,True,214.85,1745,1745,2438.7014326647563,2.840864165616046,2.840864165616046,0.6410128515759312,0.6410128515759312,2.1978445535816618,1.218189688252149,2496.793123209169,105.31568783842968,6.835623287651572,1,0.071,2,4,200,1945,0,23092
4,2,full,default_seed4,True,238.15,1920,1920,9188.6203125,5.815639520833333,5.815639520833333,1.7853574348958334,1.7853574348958334,4.027830260416667,1.7926480807291667,7606.103645833334,104.67080204069258,7.6578228573525084,7,0.008,3,3,195,2115,0,25383
4,2,sector,default_seed4,True,116.85,946,946,3142.5898520084565,2.8911987695560253,2.8911987695560253,0.6520313202959831,0.6520313202959831,2.236874266384778,1.1768781183932346,2547.57399577167,80.23881497396548,6.902985479593553,0,0.334,4,0,191,1137,0,13397
4,2,adaptive,default_seed4,True,135.45,1122,1122,3135.379679144385,3.0533190588235293,3.0533190588235293,0.6239582825311942,0.6239582825311942,2.4272005481283423,1.34707718627451,2549.403743315508,86.7674298270265,6.956633956442694,5,-0.043,4,0,194,1316,0,15172
4,3,full,default_seed4,True,114.3,934,934,9285.801927194861,6.078703415417559,6.078703415417559,1.8243612601713062,1.8243612601713062,4.251729768736617,1.921447682012848,7622.7398286937905,82.45301258979768,7.5023146479619225,0,0.684,4,0,202,1136,0,13121
4,3,sector,default_seed4,True,116.7,929,929,3171.8945102260495,2.8681946264800864,2.8681946264800864,0.637300325080732,0.637300325080732,2.228583800861141,1.1779023067814853,2569.994617868676,82.66923451760893,6.86272766300505,0,0.381,4,0,196,1125,0,13307
4,3,adaptive,default_seed4,True,119.1,987,987,3166.7335359675785,2.745668353596758,2.745668353596758,0.6173229027355623,0.6173229027355623,2.126018278622087,1.1114195987841946,2581.078014184397,81.1793069168794,7.027357892078002,0,0.324,4,0,187,1174,0,13550
4,4,full,default_seed4,True,130.5,1084,1084,9180.525830258302,5.782197656826568,5.782197656826568,1.7542567315498157,1.7542567315498157,4.02553889298893,1.8278715765682656,7600.668819188192,86.25319846284299,7.564326616814987,0,0.6,4,0,183,1267,0,14738
4,4,sector,default_seed4,False,240.05,1958,1958,1404.9167517875383,1.1554142390194075,1.1554142390194075,0.30856605822267624,0.30856605822267624,0.8450981271705822,0.40006375791624105,1715.5316649642493,110.14529227960296,6.6242321746695305,1,0.182,1,5,190,2148,0,25584
4,4,adaptive,default_seed4,True,135.2,1120,1120,3162.0098214285713,2.8060891223214286,2.8060891223214286,0.6274076303571429,0.6274076303571429,2.176501376785714,1.148175338392857,2600.70625,82.75262604739137,7.055489396076835,0,0.517,4,0,184,1304,0,15146
4,5,full,default_seed4,True,122.2,1000,1000,9244.515,6.335026480000001,6.335026480000001,1.8716745,1.8716745,4.4607313,2.052509589,7622.718,82.40856262633459,7.582890234316887,0,0.367,4,0,206,1206,0,13919
4,5,sector,default_seed4,True,113.35,953,953,3142.6117523609655,2.601912052465897,2.601912052465897,0.621167537250787,0.621167537250787,1.9784279884575025,1.0125619013641132,2542.126967471144,80.10093889790981,6.852215839237006,0,0.583,4,0,178,1131,0,13085
4,5,adaptive,default_seed4,True,122.1,1010,1010,3204.292079207921,2.8514790168316835,2.8514790168316835,0.6363947316831684,0.6363947316831684,2.2127405,1.1757359623762376,2635.518811881188,80.78953203569633,7.0748308169858936,0,0.389,4,0,192,1202,0,13909
5,1,full,default_seed5,False,240.0,2133,2133,8483.787154242851,5.0541435255508675,5.0541435255508675,1.6160805086732302,1.6160805086732302,3.435562203469292,1.4840789249882793,7331.358180965776,109.89245341567724,8.354849209756193,3,-0.101,3,3,184,2317,0,25510
5,1,sector,default_seed5,True,132.6,1065,1065,2946.5643192488265,2.7510865887323943,2.7510865887323943,0.5599498798122066,0.5599498798122066,2.1888197896713617,1.2048135671361502,2524.173708920188,80.42929848111683,6.880016643818747,4,0.189,4,0,189,1254,0,14889
5,1,adaptive,default_seed5,True,197.45,1594,1594,2932.367001254705,2.5940488324968634,2.5940488324968634,0.566605291718946,0.566605291718946,2.0253044284818067,1.0868646925972396,2481.6700125470516,97.84526937485195,7.178276886245025,2,0.146,4,2,182,1776,0,21351
5,2,full,default_seed5,False,240.0,2011,2011,3363.2332173048235,8.513635549477872,8.513635549477872,1.516014988562904,1.516014988562904,6.994655743411238,4.218696148184983,6747.874689209349,111.7102418682131,7.317596399056775,3,-0.224,1,5,195,2206,0,25571
5,2,sector,default_seed5,True,144.3,1221,1221,2945.760851760852,2.5335239844389843,2.5335239844389843,0.5734243628173629,0.5734243628173629,1.9578467289107286,1.0272971318591317,2469.772317772318,85.85782194409485,10.078470509987431,1,0.29,4,0,208,1429,0,16181
5,2,adaptive,default_seed5,True,125.55,1016,1016,3013.334645669291,2.4051335462598424,2.4051335462598424,0.5587009261811023,0.5587009261811023,1.8442229419291338,0.937650152559055,2579.5088582677167,79.7360438363827,6.872617000003581,0,0.303,4,0,181,1197,0,14164
5,3,full,default_seed5,True,180.85,1500,1500,6875.222,6.87115874,6.87115874,1.544449322,1.544449322,5.324393339999999,2.6529126486666668,7384.004,98.92173928986396,7.532772288491579,0,0.499,4,2,194,1694,0,19687
5,3,sector,default_seed5,False,240.0,1985,1985,1234.111838790932,3.079550689672544,3.079550689672544,0.4278582836272041,0.4278582836272041,2.6501255964735515,1.6077899083123426,1986.0931989924434,107.0514135425626,7.814316691904201,0,0.406,2,4,195,2180,0,25554
5,3,adaptive,default_seed5,True,118.65,973,973,3047.799588900308,2.6742774059609453,2.6742774059609453,0.6061893299075026,0.6061893299075026,2.0657615714285713,1.0734972404933196,2596.7677286742037,79.1770211609136,7.532239671755095,2,0.233,4,0,197,1170,0,13596
5,4,full,default_seed5,True,123.95,1000,1000,8691.366,5.6320233,5.6320233,1.556427567,1.556427567,4.0731854499999995,1.925455722,7430.494,84.63464239832047,7.484494234787813,0,0.451,4,0,181,1181,0,14171
5,4,sector,default_seed5,False,240.0,1887,1887,2913.248012718601,2.2351006306306305,2.2351006306306305,0.5635340355060944,0.5635340355060944,1.6694703211446742,0.868921687864335,2506.1754107048223,106.09075709305222,7.1426666322692896,4,-0.146,2,4,183,2070,0,25564
5,4,adaptive,default_seed5,True,114.25,902,902,3013.1042128603103,2.9329382184035477,2.9329382184035477,0.6101281607538803,0.6101281607538803,2.3204486674057647,1.2673989545454545,2611.6286031042127,80.15764714523281,6.9674877215835265,0,0.442,4,0,190,1092,0,13126
5,5,full,default_seed5,True,132.7,1109,1109,8601.373309287646,6.1221220829576195,6.1221220829576195,1.578681848512173,1.578681848512173,4.541019558160505,2.200592752028855,7417.730387736699,91.4023975621004,7.9173799159792795,2,-0.054,4,0,184,1293,0,14934
5,5,sector,default_seed5,True,229.75,1854,1854,2562.276699029126,2.4622390652642934,2.4622390652642934,0.5327331952535059,0.5327331952535059,1.9272629196332254,1.0429986100323623,2395.1348435814457,101.73957829154986,7.088711710972584,11,0.019,3,3,164,2018,0,24564
5,5,adaptive,default_seed5,True,127.0,1026,1026,2973.1783625730995,2.8004752807017548,2.8004752807017548,0.6029689337231969,0.6029689337231969,2.1951087748538014,1.1749505428849902,2561.797270955166,80.33778187260197,6.866037848487052,1,0.272,4,0,181,1207,0,14397
6,1,full,default_seed6,False,240.05,1961,1961,5087.527791942886,4.944441881693014,4.944441881693014,1.1179393222845488,1.1179393222845488,3.824580994390617,1.9608397246302904,6903.834268230495,100.6057460179999,7.099557205244715,1,0.086,2,4,176,2137,0,25513
6,1,sector,default_seed6,True,118.85,965,965,2931.3647668393783,2.5400556031088084,2.5400556031088084,0.5497272725388601,0.5497272725388601,1.9880365222797927,1.063934505699482,2507.0041450777203,78.22788368827108,6.827038062645802,1,0.292,4,0,186,1151,0,13570
6,1,adaptive,default_seed6,True,227.1,1816,1816,2907.455396475771,2.526973475770925,2.526973475770925,0.5764883337004405,0.5764883337004405,1.9482648337004407,1.0136292164096916,2512.849669603524,102.55731965820047,7.124564399725965,3,0.187,3,3,193,2009,0,24317
6,2,full,default_seed6,True,131.85,1067,1067,7688.543580131209,6.250787666354264,6.250787666354264,1.5910199859418932,1.5910199859418932,4.657216476101218,2.2055242239925024,7122.954076850984,90.03482850989364,7.572054237041938,4,0.026,3,1,188,1255,0,14855
6,2,sector,default_seed6,False,240.05,1886,1886,3022.1882290562035,2.9103702741251327,2.9103702741251327,0.6512435323435842,0.6512435323435842,2.2567338351007424,1.1997775349946977,2734.471898197243,108.63159749622683,7.131983835184587,3,0.182,1,4,187,2073,0,25576
6,2,adaptive,default_seed6,True,118.3,844,844,2983.687203791469,3.435779163507109,3.435779163507109,0.595287028436019,0.595287028436019,2.837770253554502,1.6644181101895734,2608.9431279620853,90.70921621378366,7.530193687243466,0,0.322,4,0,167,1011,0,13504
6,3,full,default_seed6,True,115.3,849,849,8497.563015312131,6.206567420494699,6.206567420494699,1.6244985017667843,1.6244985017667843,4.579366336866902,2.1934650942285043,7360.137809187279,89.81373528388806,8.453778016928647,1,0.291,4,0,155,1004,0,13246
6,3,sector,default_seed6,False,240.0,1659,1659,1309.7757685352622,3.4391437661241713,3.4391437661241713,0.6275167655213983,0.6275167655213983,2.809229693188668,1.7258263399638338,2401.5346594333937,109.51812365809214,7.191591239896522,3,-0.135,3,3,166,1825,0,25456
6,3,adaptive,default_seed6,True,117.65,828,828,2963.671497584541,3.253045533816425,3.253045533816425,0.6110816376811594,0.6110816376811594,2.6394611799516907,1.4929345893719808,2551.7512077294687,89.49255929994038,7.740548677522394,1,0.255,4,0,174,1002,0,13371
6,4,full,default_seed6,True,239.85,1599,1599,8592.97435897436,6.484058067542214,6.484058067542214,1.8011870018761726,1.8011870018761726,4.680069159474671,2.1971669874921824,7636.546591619763,114.59316309203714,8.430671242740603,6,0.129,2,4,166,1765,0,25506
6,4,sector,default_seed6,True,125.65,874,874,2911.1407322654463,3.400900485125858,3.400900485125858,0.5870703409610984,0.5870703409610984,2.81137752402746,1.6318533169336384,2486.466819221968,91.87360984824979,7.6909956471385135,2,0.194,4,0,167,1041,0,14259
6,4,adaptive,default_seed6,True,232.7,1713,1713,1734.8096906012843,5.809729916520724,5.809729916520724,0.6709295510799765,0.6709295510799765,5.136620772913018,3.554740414477525,2754.764740221833,104.81463992310216,7.380581683999739,0,0.379,3,4,164,1877,0,24742
6,5,full,default_seed6,False,240.0,1654,1654,6325.150544135429,6.65413707980653,6.65413707980653,1.8264272291414752,1.8264272291414752,4.825108949214027,2.361012645102781,7547.0012091898425,113.66468492841602,7.986040614324342,1,0.23,2,4,178,1832,0,25446
6,5,sector,default_seed6,True,114.4,834,834,2944.353717026379,2.916211964028777,2.916211964028777,0.5823286990407673,0.5823286990407673,2.3312991666666667,1.2911455671462828,2511.9964028776976,88.72190708816552,7.613384262318035,1,0.257,4,0,173,1007,0,13055
6,5,adaptive,default_seed6,True,114.5,791,791,2977.3426042983565,3.08163884323641,3.08163884323641,0.5997332199747155,0.5997332199747155,2.4795131150442478,1.3637288672566372,2577.3211125158027,89.3230847714261,7.623597131849678,0,0.317,4,0,174,965,0,13153
7,1,full,default_seed7,True,115.25,822,822,9142.672749391728,6.163648394160584,6.163648394160584,1.822764513381995,1.822764513381995,4.338164781021898,1.9519493746958636,7419.211678832116,89.49061593862636,8.1744818992921,0,0.572,4,0,172,994,0,13209
7,1,sector,default_seed7,True,121.7,837,837,3155.4348864994026,3.293688973715651,3.293688973715651,0.6587512628434887,0.6587512628434887,2.6323168924731184,1.4557528733572282,2497.898446833931,90.12938300329424,7.563769865446844,0,0.521,4,0,164,1001,0,13887
7,1,adaptive,default_seed7,True,117.65,815,815,3172.164417177914,3.3336774760736194,3.3336774760736194,0.6610828429447853,0.6610828429447853,2.67017145398773,1.4858476257668713,2562.234355828221,89.19091970624643,7.467570657729159,0,0.572,4,0,153,968,0,13366
7,2,full,default_seed7,True,114.85,820,820,8783.839024390243,7.399384121951219,7.399384121951219,1.7413303707317074,1.7413303707317074,5.6553027195121945,2.879644962195122,7236.898780487805,91.65338171346451,8.0827593025909,3,-0.041,4,0,171,991,0,13239
7,2,sector,default_seed7,True,115.15,801,801,3176.9775280898875,3.0125402759051187,3.0125402759051187,0.6615351785268414,0.6615351785268414,2.348408360799001,1.2481932159800249,2542.2084893882648,89.43138593808627,7.433612308716594,0,0.459,4,0,173,974,0,13203
7,2,adaptive,default_seed7,True,118.2,821,821,3161.348355663825,3.2291271120584653,3.2291271120584653,0.643243035322777,0.643243035322777,2.583385666260658,1.4218554993909867,2539.4872107186357,88.39139336395567,7.4196901631049,0,0.587,4,0,146,967,0,13523
7,3,full,default_seed7,True,116.75,825,825,9236.29696969697,6.188137442424242,6.188137442424242,1.8714545066666666,1.8714545066666666,4.3138452,1.9204070145454546,7449.7321212121215,91.3705590212951,8.221130437060403,0,0.55,4,0,175,1000,0,13357
7,3,sector,default_seed7,True,118.0,864,864,3052.872685185185,2.9413625671296297,2.9413625671296297,0.6319487604166667,0.6319487604166667,2.3070088761574077,1.232625550925926,2438.841435185185,88.53569479352568,7.481371567559749,0,0.472,4,0,175,1039,0,13459
7,3,adaptive,default_seed7,True,117.3,792,792,3111.0858585858587,3.2070213421717173,3.2070213421717173,0.6208119128787878,0.6208119128787878,2.583704549242424,1.4375393295454546,2522.9204545454545,89.86915692459499,7.656911377914578,0,0.421,4,0,183,975,0,13474
7,4,full,default_seed7,True,153.7,1096,1096,9115.085766423357,6.50172128649635,6.50172128649635,1.791886033759124,1.791886033759124,4.706986798357664,2.1895856669708027,7469.89598540146,101.67048525254981,8.469172791780354,0,0.307,4,1,160,1256,0,16966
7,4,sector,default_seed7,True,117.8,827,827,3191.9576783555017,3.3837185429262395,3.3837185429262395,0.6951676166868198,0.6951676166868198,2.6858217702539298,1.4606850737605803,2522.5659008464327,93.65300031110405,8.11633057341816,0,0.568,4,0,159,986,0,13432
7,4,adaptive,default_seed7,True,115.95,824,824,3160.4538834951454,3.3013439138349514,3.3013439138349514,0.6619560327669903,0.6619560327669903,2.636788578883495,1.4751249089805827,2539.51213592233,88.8500083908849,7.56671122716218,0,0.389,4,0,168,992,0,13257
7,5,full,default_seed7,True,125.65,888,888,9121.609234234234,6.727058445945946,6.727058445945946,1.9126095506756757,1.9126095506756757,4.811507601351351,2.2114091644144147,7337.997747747748,93.19938332415981,8.277298287371485,0,0.453,4,0,159,1047,0,14162
7,5,sector,default_seed7,True,119.1,843,843,3174.0510083036775,3.4092897425860027,3.4092897425860027,0.6493318196915777,0.6493318196915777,2.7574872787663107,1.5592977081850534,2564.4187425860023,88.82580043555025,7.384427126484142,0,0.612,4,0,182,1025,0,13517
7,5,adaptive,default_seed7,True,113.75,830,830,3118.4168674698794,3.158908386746988,3.158908386746988,0.6234322518072288,0.6234322518072288,2.533048712048193,1.393412808433735,2530.5277108433734,88.19006075120767,7.298608793458666,0,0.392,4,0,167,997,0,13052
8,1,full,default_seed8,True,100.05,710,710,9004.371830985916,10.196756450704225,10.196756450704225,1.7843866253521128,1.7843866253521128,8.40959,4.773091370422534,7441.523943661972,95.21485134947216,8.121687869234696,6,-0.154,4,0,147,857,0,11635
